coder,post_number,user,topic,raw,pers_exp,emot_exp,pol_opin,breadth,valence,contr,created_at,reply_to_post_number,reply_chain,vm,key,value,key...7,value...8,key...9,value...10
,106,OKluth,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Um die Bundeswehr im Inneren einsetzen zu dürfen, ist in der Tat wie semmelbroesel bereits zutreffend bemerkte eine Änderung unserer Verfassung sprich des Grundgesetzes GG erforderlich. Hierzu bedarf es einer qualifizierten 2/3 Mehrheit sowohl im Bundesrat als auch im Bundestag. Die entsprechende Rechtsvorschrift (auch diese, keinen Angriffskrieg mehr führen zu dürfen) beruht auf den Geschehnissen der Vergangenheit, nachdem von Deutschland ausgehend 2 Weltkriege entfacht worden waren. Mittlerweile haben sich die Zeiten und Umstände in den letzten Jahrzehnten wesentlich geändert. Deutschland und Europa haben sich als Stabilitätsfaktoren erwiesen, durchaus und überwiegend positiv. Was erscheint nun wichtiger: Auf der einen Seite das Grundgesetz auch im Hinblick auf längst von der Realität überholter Tatsächlichkeiten dieses hochzuhalten, oder eher die Bürger im eigenen Land zu schützen und damit ggf. auch den mit dieser Aufgabe vertrauten Soldatinnen und Soldaten einen durchaus wesentlichen Sinn in ihrer Arbeit zu geben - sofern es denn erforderlich sein sollte. Nicht umsonst haben die USA ihre Nationalgarde. Aus meiner bescheidenen Sicht sollte mithin eine Schutzfunktion geschaffen werden, welche sowohl innerhalb als auch außerhalb Deutschlands alle hier lebenden Menschen berücksichtigt. Dies auch die sog. ""Geheimdienste"" betreffend. Auch wenn ""das Internet für uns alle Neuland ist"". Das GG ist in der Vergangenheit oft genug geändert worden. Wenn den hier lebenden Menschen Schutz durch die Bundeswehr gewährt werden kann oder soll, nur zu, da muss die Politik sich bewegen.",,,,,,,2017-09-01T12:53:08Z,NULL,,vm1,,,,,,
,107,Enrica,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Punkt 4 (Bundeswehr) und Punkt 9 (Mehr Abschiebungen) halte ich für übertrieben. Die Forschungsvorhaben sollten nicht nur ""**islamistischen** Terror"" umfassen. Die Unterbindung des Online-Waffenhandels halte ich für sinnvoll.",,,,,,,2017-09-01T13:35:13Z,NULL,,vm1,,,,,,
,108,User4991,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Der Einsatz der Bundeswehr im Inneren erinnert an dunkelste Kapitel deutscher Geschichte.Auch die Überwachung im Internet und Gesichtserkennungsprogramme passen nicht zu einer freiheitlich demokratischen GrundordnungDamit bewegt man sich in der Tradition von Stasi oder SD.Es ist der verzweifelte Versuch eine verfehlte Einwanderungspolitik zu beherschen.Tod und Terror sind der Preis den die Bevölkerrung für die Durchsetzung des Schengenraums zu zahlen hat.,,,,,,,2017-09-01T14:32:48Z,NULL,,vm1,,,,,,
,109,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Aber nicht in Deutschland denn das ist von manchen Parteien nicht gewollt. Denn die die am LAUTESTEN dagegen sind hätten ja genug Erfahrung aus der Vergangenheit (SED u.s.w.) Bei uns muss erst was Schlimmes Passieren bis die Verantwortlichen ihren Hintern hochkriegen. Da heist es dann man müsste mal man könnte mal oder doch nicht.,,,,,,,2017-09-01T17:16:40Z,83,"in anderen Ländern ist das ganz normal , das das Militär im Landesinnern mithilft.",vm1,,,,,,
,110,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Ich stimme dir da nicht ganz zu denn wer sich an die Regeln hält und ein Normal Bürger ist hat doch mit Gesichtserkennung kein Problem oder?? Nur wenn ich eine Schweinerei vorhabe und schon einmal aufgefallen bin dann muss ich doch Angst haben enteckt zu werden und das hat dann bestimmt nichts mit meiner Freiheit zu tun. Und das Kapitel der Deutschen Geschichte hat doch nichts mit dem Problem zu tun über das wir hier sprechen. Klar hätte man nicht die Polizei abgebaut und hätten wir das und dieses nicht gemacht klar ist doch,das auch Abends wieder eine Frau ohne Sorgen Spazieren gehen kann ohne dass sie Vergewaltigt oder ähnl.passieren kann. Das Grundgesetz ist so Flexibel das man den Einsatz unserer Soldaten nur Begrenzt einsetzt wo Not am Manne ist.",,,,,,,2017-09-01T17:26:17Z,108,Der Einsatz der Bundeswehr im Inneren erinnert an dunkelste Kapitel deutscher Geschichte.Auch die Überwachung im Internet und Gesichtserkennungsprogramme passen nicht zu einer freiheitlich demokratischen GrundordnungDamit bewegt man sich in der Tradition von Stasi oder SD.Es ist der verzweifelte Versuch eine verfehlte Einwanderungspolitik zu beherschen.Tod und Terror sind der Preis den die Bevölkerrung für die Durchsetzung des Schengenraums zu zahlen hat.,vm1,,,,,,
,111,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Hallo brunolina, gegen was für Gesetze verstößt Sammy Erkläre das mal !! Und welche Behauptungen gefallen dir nicht??",,,,,,,2017-09-01T17:30:54Z,98,"Die genannten Maßnahmen sind überfällig. >>> Hallo holzwurmpaul! Da gebe ich Ihnen vollkommen recht, mit Ihrer Aussage, das die in Berlin alle unfähig sind! Bald sind Wahlen.....natürlich werden da große Versprechen gemacht, die nach der Wahl nicht eingehalten werden! Wie nennt man das noch so schön: Nepper, Schlepper , Bauernfänger. Bislang hat es funktioniert. Ich habe Merkel noch nie meine Stimme gegeben und sie wird sie auch niemals erhalten. >>> Der 9. Punkte Plan hört sich geschrieben schon mal gut an. Nur will Merkel diesen tatsächlich realisiere?! Daran möchte ich zweifeln. Selbst wenn man diese Frau bei Debatten beobachtet, sie kann sich ja toll überall heraus reden und meint alles wird gut! Für wen? Nicht für das Volk. In ihren Augen hingegen sind Zweifel und Unsicherheit über ihre eigenen Worte zu sehen! Gegen wie viele Gesetze hat diese Frau schon verstoßen?! Für mich ist diese Person, die ehemals zu Zeiten der DDR bei der Stasi war nicht glaubwürdig und für das ""DEUTSCHE VOLK"" untragbar. Doch ich fürchte, sie wird weiterhin Kanzlerin bleiben! Dafür gibt es so, wie Medien berichten leider noch immer genug Menschen, die ihr vertrauen. Wenn ich hundertmal betrogen werde, vertraue ich nicht mehr. >>> Sag mal, ist Dir eigentlich klar, welche Behauptungen Du da frisch und frei in die Welt setzt und gegen welche Gesetze DU damit verstoßen hast?",vm1,,,,,,
,112,holzwurmpaul,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),Du sprichst mir aus der Seele gut so.,,,,,,,2017-09-01T17:32:39Z,93,"Die beste Bundeskanzlerin, die wir nur haben können, hat in ihrer ruhigen und überlegten Art die gegebene Situation analysiert, Schlussfolgerungen gezogen und konkrete Massnahmen angeschoben, um erste Schritte gegen den Terrordruck aufzubauen. Das unterscheidet sie eben von Schwätzern wie Seehofer, Orban, Wilders, Wagenknecht und Konsorten, die allesamt in ihrer Unbedarftheit nichts Vergleichbares zustande bringen. >>> Klar, sie ist die einzige Kanzlerin die wir bis jetzt hatten und wie sie später einmal in den Geschichtsbüchern gewürdigt wird, werden wir sehen. Ich halte sie für keine gute Regierungschefin, denn hinter ihrem Mutti-Image steckt eine sehr machtbewußte Persönlichkeit, die sich selbst für alternativlos hält. Ihre Flüchtlingspolitik ist ein Deseaster und wird Deutschlabd für alle Zeit verändern. Leider ist weit und breit kein Nachfolger in Sicht, auch dafür hat sie gesorgt. So wird Mutti also mit Mehrheit wiedergewählt, weil es so schön bequem ist und niemand weiß was nach ihr kommt. Der deutsche Michel ist ein echter Untertan, der wahre Souverän sitzt in den neuen Bundesländern.",vm1,,,,,,
,113,fischi,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),wäre die unkontrolierte einwanderung nicht tor und tür geöffnet wäre brauchte mann nicht darüber diskutieren!!!!!,,,,,,,2017-09-01T17:51:48Z,NULL,,vm1,,,,,,
,114,steffi3,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"ich weiss nicht ob das wirklich funktionieren wird, der plan ist nicht schlecht aber die realität leider anders",,,,,,,2017-09-01T18:14:14Z,NULL,,vm1,,,,,,
,115,steffi3,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),ja denke ich auch,,,,,,,2017-09-01T18:14:47Z,NULL,,vm1,,,,,,
,116,Sammy,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Hallo brunolina! Definiere bitte klar und deutlich, gegen welche Gesetze ich verstoßen haben soll mit meinen Aussagen!!! Frisch und frei in die Welt gesetzt??? Im Moment herrscht noch freie Meinungsäußerung in Deutschland! Ich bin gerne bereit mir DEINE Meinung anzuhören ohne DICH oder irgend jemanden anzugreifen und schon gar nicht mit einem unvollständigem Satz, der keine klare Aussage hat! Was ich geschrieben habe ist eine belegte Tatsache, die sich überall nachlesen lässt. Merkel hat nun mal in mehreren Fällen gegen das Grundgesetz verstoßen! Sollte ich das geheim halten, wo das bereits bekannt ist!",,,,,,,2017-09-01T18:20:47Z,111,"Die genannten Maßnahmen sind überfällig. >>> Hallo holzwurmpaul! Da gebe ich Ihnen vollkommen recht, mit Ihrer Aussage, das die in Berlin alle unfähig sind! Bald sind Wahlen.....natürlich werden da große Versprechen gemacht, die nach der Wahl nicht eingehalten werden! Wie nennt man das noch so schön: Nepper, Schlepper , Bauernfänger. Bislang hat es funktioniert. Ich habe Merkel noch nie meine Stimme gegeben und sie wird sie auch niemals erhalten. >>> Der 9. Punkte Plan hört sich geschrieben schon mal gut an. Nur will Merkel diesen tatsächlich realisiere?! Daran möchte ich zweifeln. Selbst wenn man diese Frau bei Debatten beobachtet, sie kann sich ja toll überall heraus reden und meint alles wird gut! Für wen? Nicht für das Volk. In ihren Augen hingegen sind Zweifel und Unsicherheit über ihre eigenen Worte zu sehen! Gegen wie viele Gesetze hat diese Frau schon verstoßen?! Für mich ist diese Person, die ehemals zu Zeiten der DDR bei der Stasi war nicht glaubwürdig und für das ""DEUTSCHE VOLK"" untragbar. Doch ich fürchte, sie wird weiterhin Kanzlerin bleiben! Dafür gibt es so, wie Medien berichten leider noch immer genug Menschen, die ihr vertrauen. Wenn ich hundertmal betrogen werde, vertraue ich nicht mehr. >>> Sag mal, ist Dir eigentlich klar, welche Behauptungen Du da frisch und frei in die Welt setzt und gegen welche Gesetze DU damit verstoßen hast? >>> Hallo brunolina, gegen was für Gesetze verstößt Sammy Erkläre das mal !! Und welche Behauptungen gefallen dir nicht??",vm1,,,,,,
,117,brunolina,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Fangen wir mal damit an: § 186 Üble Nachrede Wer in Beziehung auf einen anderen eine Tatsache behauptet oder verbreitet, welche denselben verächtlich zu machen oder in der öffentlichen Meinung herabzuwürdigen geeignet ist, wird, wenn nicht diese Tatsache erweislich wahr ist, mit Freiheitsstrafe bis zu einem Jahr oder mit Geldstrafe und, wenn die Tat öffentlich oder durch Verbreiten von Schriften (§ 11 Abs. 3) begangen ist, mit Freiheitsstrafe bis zu zwei Jahren oder mit Geldstrafe bestraft.",,,,,,,2017-09-01T18:37:51Z,111,"Die genannten Maßnahmen sind überfällig. >>> Hallo holzwurmpaul! Da gebe ich Ihnen vollkommen recht, mit Ihrer Aussage, das die in Berlin alle unfähig sind! Bald sind Wahlen.....natürlich werden da große Versprechen gemacht, die nach der Wahl nicht eingehalten werden! Wie nennt man das noch so schön: Nepper, Schlepper , Bauernfänger. Bislang hat es funktioniert. Ich habe Merkel noch nie meine Stimme gegeben und sie wird sie auch niemals erhalten. >>> Der 9. Punkte Plan hört sich geschrieben schon mal gut an. Nur will Merkel diesen tatsächlich realisiere?! Daran möchte ich zweifeln. Selbst wenn man diese Frau bei Debatten beobachtet, sie kann sich ja toll überall heraus reden und meint alles wird gut! Für wen? Nicht für das Volk. In ihren Augen hingegen sind Zweifel und Unsicherheit über ihre eigenen Worte zu sehen! Gegen wie viele Gesetze hat diese Frau schon verstoßen?! Für mich ist diese Person, die ehemals zu Zeiten der DDR bei der Stasi war nicht glaubwürdig und für das ""DEUTSCHE VOLK"" untragbar. Doch ich fürchte, sie wird weiterhin Kanzlerin bleiben! Dafür gibt es so, wie Medien berichten leider noch immer genug Menschen, die ihr vertrauen. Wenn ich hundertmal betrogen werde, vertraue ich nicht mehr. >>> Sag mal, ist Dir eigentlich klar, welche Behauptungen Du da frisch und frei in die Welt setzt und gegen welche Gesetze DU damit verstoßen hast? >>> Hallo brunolina, gegen was für Gesetze verstößt Sammy Erkläre das mal !! Und welche Behauptungen gefallen dir nicht??",vm1,,,,,,
,118,brunolina,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"Hallo Sammy, Meinungsfreiheit ist nicht gleichbedeutend mit dem verbreiten von Unwahrheiten. Ich kann bei Deiner Wortwahl nicht erkennen, dass Du bereit wärst, Angriffe gegen andere - zu denen Frau Merkel doch wohl auch gehört – zu unterlassen. Meine Aussage war absolut klar. Sie ärgert Dich. Das kann ich nicht ändern. Teile Deiner Worte zitiere ich – den Rest erspare ich uns, ist ja durchaus nachlesbar: _„In ihren Augen hingegen sind Zweifel und Unsicherheit über ihre eigenen Worte zu sehen!“_ _Gegen wie viele Gesetze hat diese Frau schon verstoßen?!_ _Für mich ist diese Person, die ehemals zu Zeiten der DDR bei der Stasi war nicht glaubwürdig und für das “DEUTSCHE VOLK” untragbar.“_",,,,,,,2017-09-01T19:12:09Z,116,"Die genannten Maßnahmen sind überfällig. >>> Hallo holzwurmpaul! Da gebe ich Ihnen vollkommen recht, mit Ihrer Aussage, das die in Berlin alle unfähig sind! Bald sind Wahlen.....natürlich werden da große Versprechen gemacht, die nach der Wahl nicht eingehalten werden! Wie nennt man das noch so schön: Nepper, Schlepper , Bauernfänger. Bislang hat es funktioniert. Ich habe Merkel noch nie meine Stimme gegeben und sie wird sie auch niemals erhalten. >>> Der 9. Punkte Plan hört sich geschrieben schon mal gut an. Nur will Merkel diesen tatsächlich realisiere?! Daran möchte ich zweifeln. Selbst wenn man diese Frau bei Debatten beobachtet, sie kann sich ja toll überall heraus reden und meint alles wird gut! Für wen? Nicht für das Volk. In ihren Augen hingegen sind Zweifel und Unsicherheit über ihre eigenen Worte zu sehen! Gegen wie viele Gesetze hat diese Frau schon verstoßen?! Für mich ist diese Person, die ehemals zu Zeiten der DDR bei der Stasi war nicht glaubwürdig und für das ""DEUTSCHE VOLK"" untragbar. Doch ich fürchte, sie wird weiterhin Kanzlerin bleiben! Dafür gibt es so, wie Medien berichten leider noch immer genug Menschen, die ihr vertrauen. Wenn ich hundertmal betrogen werde, vertraue ich nicht mehr. >>> Sag mal, ist Dir eigentlich klar, welche Behauptungen Du da frisch und frei in die Welt setzt und gegen welche Gesetze DU damit verstoßen hast? >>> Hallo brunolina, gegen was für Gesetze verstößt Sammy Erkläre das mal !! Und welche Behauptungen gefallen dir nicht?? >>> Hallo brunolina! Definiere bitte klar und deutlich, gegen welche Gesetze ich verstoßen haben soll mit meinen Aussagen!!! Frisch und frei in die Welt gesetzt??? Im Moment herrscht noch freie Meinungsäußerung in Deutschland! Ich bin gerne bereit mir DEINE Meinung anzuhören ohne DICH oder irgend jemanden anzugreifen und schon gar nicht mit einem unvollständigem Satz, der keine klare Aussage hat! Was ich geschrieben habe ist eine belegte Tatsache, die sich überall nachlesen lässt. Merkel hat nun mal in mehreren Fällen gegen das Grundgesetz verstoßen! Sollte ich das geheim halten, wo das bereits bekannt ist!",vm1,,,,,,
,119,maus,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),aber ich fände es sinnvoll die Polizei so zu unterstützen,,,,,,,2017-09-01T19:42:10Z,109,"in anderen Ländern ist das ganz normal , das das Militär im Landesinnern mithilft. >>> Aber nicht in Deutschland denn das ist von manchen Parteien nicht gewollt. Denn die die am LAUTESTEN dagegen sind hätten ja genug Erfahrung aus der Vergangenheit (SED u.s.w.) Bei uns muss erst was Schlimmes Passieren bis die Verantwortlichen ihren Hintern hochkriegen. Da heist es dann man müsste mal man könnte mal oder doch nicht.",vm1,,,,,,
,120,maus,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),stimmt,,,,,,,2017-09-01T19:43:39Z,113,wäre die unkontrolierte einwanderung nicht tor und tür geöffnet wäre brauchte mann nicht darüber diskutieren!!!!!,vm1,,,,,,
,121,maus,Welche Meinung haben Sie zum 9-Punkte-Plan? (190),"also ich hätte damit schon ein problem, immer und überall erkannt zu werden und überwacht zu werden.",,,,,,,2017-09-01T19:45:15Z,110,"Der Einsatz der Bundeswehr im Inneren erinnert an dunkelste Kapitel deutscher Geschichte.Auch die Überwachung im Internet und Gesichtserkennungsprogramme passen nicht zu einer freiheitlich demokratischen GrundordnungDamit bewegt man sich in der Tradition von Stasi oder SD.Es ist der verzweifelte Versuch eine verfehlte Einwanderungspolitik zu beherschen.Tod und Terror sind der Preis den die Bevölkerrung für die Durchsetzung des Schengenraums zu zahlen hat. >>> Ich stimme dir da nicht ganz zu denn wer sich an die Regeln hält und ein Normal Bürger ist hat doch mit Gesichtserkennung kein Problem oder?? Nur wenn ich eine Schweinerei vorhabe und schon einmal aufgefallen bin dann muss ich doch Angst haben enteckt zu werden und das hat dann bestimmt nichts mit meiner Freiheit zu tun. Und das Kapitel der Deutschen Geschichte hat doch nichts mit dem Problem zu tun über das wir hier sprechen. Klar hätte man nicht die Polizei abgebaut und hätten wir das und dieses nicht gemacht klar ist doch,das auch Abends wieder eine Frau ohne Sorgen Spazieren gehen kann ohne dass sie Vergewaltigt oder ähnl.passieren kann. Das Grundgesetz ist so Flexibel das man den Einsatz unserer Soldaten nur Begrenzt einsetzt wo Not am Manne ist.",vm1,,,,,,
