coder,post_number,user,topic,raw,pers_exp,emot_exp,pol_opin,breadth,valence,contr,created_at,reply_to_post_number,reply_chain,vm,key,value,key...7,value...8,key...9,value...10
,37,peter-59,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Vieles liest sich erst einmal gut, einiges sollte sogar selbstverständlich sein (Vernetzung von relevanten Daten auf europäischer Ebene, eine technisch und personell gut aufgestellte Polizei). Wie schon einige andere Teilnehmer geschrieben haben, kommt es drauf an, wie man es umsetzt. Insgesamt geht man mit dem Thema Terrorgefahr / Radikalisierung von Flüchtlingen meiner Meinung nach immer noch zu naiv um, oft genug in der falschen Angst, man könnte Menschen muslimischen Glaubens mit klaren Aussagen und Forderungen vor den Kopf stoßen. Als zehnten Punkt würde ich mir einen kritischeren Dialog mit dem Islam, also insbesondere muslimischen Verbänden und Vereinen wünschen. Kritische Fragen zum Islam sind nicht automatisch ein Zeichen für Islamphobie oder Diskriminierung von Muslimen. Eine Anforderung an die Islamverbände sollte zum Beispiel das sein, was Samuel Schirmbeck in der FAZ vom 24.08.17 schrieb: ""Erklären Sie, dass die islamische Aufteilung der Welt in einen gläubigen und einen ungläubigen Teil menschenfeindlich und daher eines heutigen muslimischen Gläubigen unwürdig ist!"" Viele der muslimischen Attentäter begründen ihre Taten ja mit genau dieser Weltsicht - sie hätten etwas gegen Ungläubige unternommen und somit aus ihrer Sicht etwas Richtiges getan. Das dies auf keinen Fall so ist, muss immer und immer wieder klar gemacht werden, auch von muslimischen Verbänden und Autoritäten. Es gibt zwar immer wieder erfreuliche Ansätze und Reaktionen von Islamverbänden, auch von einzelnen muslimischen Gläubigen, insgesamt aber habe ich den Eindruck, dass sich viele Islamverbände immer noch wegducken, wenn es um eindeutige Positionen geht, wie sie zum Beispiel Herr Schirmbeck formuliert hat. Das darf man nicht stehenlassen, auch von Seiten der Politik nicht.",,,,,,,2017-08-30T17:47:59Z,NULL,,vm3,,,+1|retort,"[""Annzlodi"", ""garda""]",NULL,NULL
,38,mmb,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Alles gut und schön. Auf die Umsetzung bin ich ja mal gespannt. Ob man damit allerdings die Flüchtlingsströme in den Griff bekommt, da habe ich so meine Zweifel. Wir müssen ran an die Wurzeln,um dieses Problem zu lösen und die liegen nun mal nicht in Europa.",,,,,,,2017-08-30T18:33:23Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,39,Zaches,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),das ist mir zu lang und zu allgemein,,,,,,,2017-08-30T19:39:29Z,NULL,,vm3,,,NULL,NULL,-1|retort,"[""Annzlodi""]"
,40,Michel68,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Es ist schön, dass sich endlich auch die Kanzlerin dieser Thematik annimmt. Aber wie immer nur halbherzig und mit zweifelhaften Punkten (Bundeswehreinsätze im Innern etc.).",,,,,,,2017-08-30T20:11:21Z,NULL,,vm3,,,NULL,NULL,-1|retort,"[""Annzlodi""]"
,41,Brandenburg03,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Also das ist für mich mal wieder geistiger Bullshit von Frau Merkel.Alleine das Sie wieder den Geheimdienst mit einschließt ist schon wieder unangenehm,denn was hat der Geheimdienst bei anderen Sachen geschafft?Irgend welche Menschen als V Leute eingeschleusst,die dann unter dem Mantel des Geheimdienstes Straftaten verübt haben und nicht zur Rechenschaft gezogen wurden.Und ein 9 Punkte Plan hilft doch nur wenn was passiert!Macht Lieber vorher was gegen die Gefährder die Bekannt sind.Aber nein die werden ja vom Geheimdienst überwacht!!!!Und dann mehr Polizei?HAHAHA nach dem Jahrelang bei der Polizei Stellen gestrichen wurden,damit in anderen Staatlichen Bereichen mehr Leute eingestellt wurden und man immer mehr Straftaten hat,kommt der ruf nach mehr Polizei.Frau Merkel wie lange sind Sie Bundeskanzlerin?12 Jahre.Und nach 12 jahren stellen Sie endlich fest ""Wir brauchen mehr Polizei""Armes Deutschland",,,,,,,2017-08-30T20:59:12Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,42,ayan,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Wegen Abschiebungen muss die Bundesregieren sehr eng mit den Herkunftsländern der Flüchtllinge kooperieren. Oft gibt es unglaubwürdige Gründe und die Flüchtlinge werden nicht abgeschoben.,,,,,,,2017-08-30T21:27:06Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,43,Thommy63,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),".....der kommt ziemlich spät. aber ""Mutti"" macht das schon,",,,,,,,2017-08-31T07:14:51Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,44,BirgitK,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Das Problem wird man nie lösen können. Da die Herkunftsländer nicht kooperieren. Die Rückführung und die Klärung der Identität dauert zulange. Daher ist der Gedanke der Rückführung gut aber definitiv nicht umsetzbar. Also ist Abschiebung in Herkunftsländer nicht möglich. Daher mein Vorschlag Abschiebung in die Länder die man angegeben hat,,,,,,,2017-08-31T08:06:42Z,36,"Alle Punkte hätten schon umgesetzt werden können. Schnellere Abschiebung klappt doch eh nicht weil komischerweise meistens die Papiere fehlen. >>> Dann sollte es auch möglich sein ohne Papiere abzuschieben. In das Land welches angegeben wird >>> Mal abgesehen davon, dass das wohl kaum zur Lösung des Problem beiträgt, weil dann noch mehr Menschen dies behaupten, da sie dann ja in ein Wunschland zurückgeschickt werden können, ist Ihre Aussage alleine schon auf internationaler Ebene vollkommen absurd. Eine Abschiebung kann schließlich nur im Einvernehmen mit dem Aufnahmestaat geschehen, der wohl in aller Regel nicht irgendwelche Menschen aufnehmen wird, die nicht seine eigenen Staatsbürger sind. Hinzu kommt, dass eh genau die Länder angegeben werden, die eine Rückführung unmöglich machen, weil das ja genau der Sinn davon ist ein falsches Land anzugeben. Wie absurd Ihre ""Idee"" ist, zeigt sich schlicht daran, dass dann ja einfach EU-Mitgliedsstaaten angegeben werden könnten, und somit diese (wie auch immer Sie sich dies vorstellen) dann die Menschen aufnehmen müssen.",vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,45,hhoefle,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Wenn hierzu eine Änderung nötig sein sollte, dann sollte man dies auch tun. Ich denke man muss auch das Grundgesetz in Bereichen an die heutige Zeit anpassen. Alles ist immer im Wandel, nur das was in unserem Land sehr starr ist, das ist die Gesetzgebung.",,,,,,,2017-08-31T08:10:41Z,2,Bundeswehr im Inneren? Hier verstösst sie gegen das Grundgesetz.,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,46,Schlumpfi,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Kommt ein bisschen spät mit diesem Plan. Das wird meiner Meinung nach gar nichts bringen. Erst machen sie die Grenzen frei und jetzt wollen sie die Flüchtlinge abschieben, das wird nicht funktionieren. Schon alleine deswegen, weil viele ""die auch zu den Terroristen gehören"" sich gar nicht angemeldet haben.",,,,,,,2017-08-31T08:15:07Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,47,hhoefle,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Es muss auch eine Änderung um Asylrecht geben. Wir sind eine interkulturelle Gesellschaft und sollten dies auch bleiben und leben, jedoch beínhaltet dies nicht die unbegrenzte Aufnahme im eigenen Land. Ich verstehe nicht ganz, warum ein Staat nicht seine Grenzen sichern darf und Menschen einreisen dürfen, die sich nicht ausweißen können. Überall auf der Welt wird man hier dann festgesetzt und des Landes verwiesen. Es muss doch auch möglich sein die Grenzen der EU wirksam zu sichern, oder eben alternativ die eigenen Landesgrenzen.",,,,,,,2017-08-31T08:18:15Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,48,rhoven,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Ich halte den Plan für einen moderaten Fortschritt und der Sicherheitslage für angemessen.,,,,,,,2017-08-31T08:21:15Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,49,Barbara,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Besser spät als nie! Ich denke aber, dass viel besser kontrolliert werden muss, wer einreist. Da sind schwere fehler gemacht worden. Bundeswehr? Finde ich gut, wenn die Ausbildung dazu angemessen ist.",,,,,,,2017-08-31T08:21:52Z,16,Alle Punkte hätten schon umgesetzt werden können. Schnellere Abschiebung klappt doch eh nicht weil komischerweise meistens die Papiere fehlen. >>> Dann sollte es auch möglich sein ohne Papiere abzuschieben. In das Land welches angegeben wird,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,50,Bea,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Im Ansatz sicherlich richtig und notwendig. Bleibt abzuwaren, wie und ob das allesumgesetzt werden kann und wird. Vieles davon wird nach den Wahlen eh wieder in der Versenkung verschwinden. Das ganze Theater halte ich für einen Teil des Wahlkampfes",,,,,,,2017-08-31T08:23:17Z,NULL,,vm3,,,+1|retort,"[""Snoopy"", ""Annzlodi""]",NULL,NULL
,51,rhoven,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Da kann ich nur zustimmen.,,,,,,,2017-08-31T08:23:29Z,47,"Es muss auch eine Änderung um Asylrecht geben. Wir sind eine interkulturelle Gesellschaft und sollten dies auch bleiben und leben, jedoch beínhaltet dies nicht die unbegrenzte Aufnahme im eigenen Land. Ich verstehe nicht ganz, warum ein Staat nicht seine Grenzen sichern darf und Menschen einreisen dürfen, die sich nicht ausweißen können. Überall auf der Welt wird man hier dann festgesetzt und des Landes verwiesen. Es muss doch auch möglich sein die Grenzen der EU wirksam zu sichern, oder eben alternativ die eigenen Landesgrenzen.",vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,52,rhoven,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Mit der Forderung, Online-Waffenkäufe zu unterbinden, bin ich nicht einverstanden, da auch die Rechte ehrlicher und gesetzeskonformer Bürger (Jäger, Sportschützen) dadurch stark beschränkt werden. Es ist nicht einzusehen, warum dies aufgrund der Gefährdung weniger Verwirrter und Krimineller geschehen soll.",,,,,,,2017-08-31T08:28:34Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,53,turtur,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Mir ist vor allem das ""Darknet"" unheimlich. Solange wir das nicht überwachen können, wird es online Waffenkäufe weiter geben.",,,,,,,2017-08-31T08:30:48Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,54,BirgitK,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Sehe ich auch so. Wer keine Papiere hat sollte auch nicht aufgenommen werden. Und die die Papiere haben müssen überprüft werden ob die Papiere echt sind. Die Bundeswehr kann mit Sicherheit beim überprüfen helfen,,,,,,,2017-08-31T08:44:05Z,49,"Alle Punkte hätten schon umgesetzt werden können. Schnellere Abschiebung klappt doch eh nicht weil komischerweise meistens die Papiere fehlen. >>> Dann sollte es auch möglich sein ohne Papiere abzuschieben. In das Land welches angegeben wird >>> Besser spät als nie! Ich denke aber, dass viel besser kontrolliert werden muss, wer einreist. Da sind schwere fehler gemacht worden. Bundeswehr? Finde ich gut, wenn die Ausbildung dazu angemessen ist.",vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,55,VanZanDen,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Ad 1) Funktioniert ja bestens, wenn man sich die ganzen Berichte über das Chaos bei den Asylverfahren liest. Hat ja auch bestens bei dem Bundeswehrsoldaten Franco A. funktioniert. M.E. braucht es hier viel mehr erfahrenes Personal, was jedoch bei der Flut der Anträge ein schwieriges Unterfangen sein wird. Erst dann kann überhaupt von einem ""Frühwarnsystem"" gesprochen werden. Ad 2) Oh ja, das klappt auch bestens. Von den 120 geschaffenen Stellen als Kommissaranwärter beim BKA wurden letztes Jahr nur 62 besetzt. Ad 3) Hier müssen sehr enge Grenzen der Entschlüsselung gesetzt werden, da man sonst in einer totalen Überwachung endet. Ad 4) Ich denke, dass die gut ausgebildete Polizei hier mehr leisten könnte als die Bundeswehr. Eigens eingerichtete Einheiten der Polizei zur Terrorabwehr sind m.E. sinnvoller. Ad 6) Warum erst jetzt und nicht schon vor 20 Jahren? Unfassbar, dass Europa in diesem Bereich immer noch so rückständig ist. Dieser Punkt sollte umgehend umgesetzt und nicht erst als Plan gesehen werden. Ad 7) Auch hier: Warum schon nicht viel früher? Ad 8) Auch hier gibt es einige Berichte, die zeigen, dass die Informationen ausländischer Geheimdienste nicht ernstgenommen wurden. Wer oder was ""befreundete"" Dienste sind, erschließt sich mir nicht. Ad 9) Ja, genau, warum selbst nachdenken, wenn man McKinsey bezahlen kann? Unfassbar, dass man nicht in der Lage ist, dies selbst zu bewältigen. Ich sehe diesen Plan als eine Aneinanderreihung von Forderungen und Aufzählen von Defiziten, die bereits in den letzten 20 Jahren hätten längst umgesetzt und behoben werden sollen. Und da dies nicht geschehen ist, ist es in meinen Augen überhaupt fraglich, ob es jetzt auf die Schnelle umgesetzt werden kann oder einfach weiterhin als ein ""Plan"" untergehen wird. Momentan tendiere ich eher zum Letzteren.",,,,,,,2017-08-31T09:34:45Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,56,DaniK,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Mir ist der Plan auch nciht konkret genug. Zum Beispiel bereitet mir der Punkt zum Informationsdienst etwas Bauchschmerzen. Wer wir denn dann inwiefern und in welchem Umfang ""überwacht""? Was ich aber schlimm finde, ist dass es ein Reaktionsplan ist. Hier wird auf den Terror reagiert, statt zu agieren und z.B. Jugendliche, die (noch) nicht radikalisiert sind, abzufangen.",,,,,,,2017-08-31T10:00:53Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,57,Babsi,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Alles nur blabla, wie seit Jahren schon",,,,,,,2017-08-31T10:04:57Z,NULL,,vm3,,,+1|retort,"[""Annzlodi"", ""Bea1""]",NULL,NULL
,58,Drwotson,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Das sind erste Schritte für mehr Sicherheit aber gerade der aktuelle Fall beim BKA zeigt, das man mit der ""Datensammelwut"" vorsichtig sein muß. Es darf daraus kein Unschuldiger in Verdacht gebracht werden und vor allem darf es nicht zum Überwachungsstaat kommen. Und was ganz fehlt ist: Was ist mit linken und rechten Terror? Der wird nicht einmal erwähnt. Reichsbürger und Autonome sind auch sehr gefährlich, wie die jüngsten Fälle zeigen. Außerdem kommen die Maßnahmen für viele Terrorverdächtige, die danke gerade dieser Kanzlerin unkontrolliert in vermutlich ""großer Zahl"" einreisen konnten und von denen man noch nicht einmal die wahr Identität kennt wohl zu spät. Alles in Allem viele leere Hülsen und wenig Konkretes was die Umsetzung angeht. Sieht wohl ehr nach Wahlkampfgerede als nach Konzept aus.",,,,,,,2017-08-31T10:05:20Z,NULL,,vm3,,,+1|retort,"[""BirgitK"", ""Annzlodi""]",NULL,NULL
,59,Ketzerlehrling,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Blabla, nichts weiter. Das eigentliche Problem wird nicht angegangen, das sind die falschen Flüchtlinge.",,,,,,,2017-08-31T10:08:01Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,60,Tolgonai,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Wenn genügend, entsprechend ausgebildete, Polizei zur Verfügung steht, brauchen wir die Armee nicht imm Inneren",,,,,,,2017-08-31T10:36:07Z,2,Bundeswehr im Inneren? Hier verstösst sie gegen das Grundgesetz.,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,61,kaffeetante88,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Das sind alles Punkte die ich wichtig finde, aber ich glaube nicht im geringsten daran, dass überhaupt etwas davon von Frau Merkel umgesetzt werden kann oder wird",,,,,,,2017-08-31T12:56:19Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,62,sweetme,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"eigentlich ein guter Plan, ob er aber so durchführbar ist/wird, muss sich noch zeigen. Aber ein Anfang wäre es ja schonmal",,,,,,,2017-08-31T12:57:57Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,63,AnjaSn,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Die Idee an sich finde ich gut.Allerdings sollten die einzelnen Punkte noch genauer ausgeführt werden,und der ganze Plan sollte noch um einige Punkte ergänzt werden.Ich befürchte aber,dass dieser Plan so gar nicht umgesetzt werden wird und das nur wieder Gerede ist um die Bevölkerung etwas zu beruhigen.Ich möchte nicht Worte hören,sondern Taten sehen.Versprechen kann man vieles.Was zählt ist aber die Umsetzung.",,,,,,,2017-08-31T13:05:09Z,NULL,,vm3,,,+1|retort,"[""BirgitK"", ""Annzlodi""]",NULL,NULL
,64,BirgitK,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),So wird es leider kommen,,,,,,,2017-08-31T13:14:37Z,50,"Im Ansatz sicherlich richtig und notwendig. Bleibt abzuwaren, wie und ob das allesumgesetzt werden kann und wird. Vieles davon wird nach den Wahlen eh wieder in der Versenkung verschwinden. Das ganze Theater halte ich für einen Teil des Wahlkampfes",vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,65,BirgitK,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Denke ich auch,,,,,,,2017-08-31T13:15:23Z,62,"eigentlich ein guter Plan, ob er aber so durchführbar ist/wird, muss sich noch zeigen. Aber ein Anfang wäre es ja schonmal",vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,66,BirgitK,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Leider haben wir nicht genug Polizisten die wir dafür abstellen können.,,,,,,,2017-08-31T13:16:29Z,60,"Bundeswehr im Inneren? Hier verstösst sie gegen das Grundgesetz. >>> Wenn genügend, entsprechend ausgebildete, Polizei zur Verfügung steht, brauchen wir die Armee nicht imm Inneren",vm3,,,+1|retort,"[""lisa5953"", ""Annzlodi"", ""garda""]",NULL,NULL
,67,Tolgonai,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Seit es die Ereignisse zeigen, daß der Personalabbau bei der Polizei als eine fatale Fehlentscheidung war, hätte man bereits mit neuem Stellnplan und Ausbildung beginnen können, den schlimmen Fehler zu korrigieren. Aber noch wird nur davon geredet und die Dienststellen wurden ebenfalls 'gesundgeschrumpft'. Bis hin zu den Büroaufteilungen muß da jetzt wieder aufgebaut werden, was Sparminister zerstört haben. Es wird sich noch bitter rächen, weil heute ja vom Openair über Fußball, Demo und Wahlveranstaltung alles mit Hundertschaften bewacht werden muß.",,,,,,,2017-08-31T13:37:16Z,66,"Bundeswehr im Inneren? Hier verstösst sie gegen das Grundgesetz. >>> Wenn genügend, entsprechend ausgebildete, Polizei zur Verfügung steht, brauchen wir die Armee nicht imm Inneren >>> Leider haben wir nicht genug Polizisten die wir dafür abstellen können.",vm3,,,+1|retort,"[""Annzlodi"", ""garda""]",NULL,NULL
,68,eltipsi,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Wie soll das funktionieren? Man kann doch nicht einfach dort die Annahme mit Waffengewalt durchsetzen,,,,,,,2017-08-31T13:39:07Z,16,Alle Punkte hätten schon umgesetzt werden können. Schnellere Abschiebung klappt doch eh nicht weil komischerweise meistens die Papiere fehlen. >>> Dann sollte es auch möglich sein ohne Papiere abzuschieben. In das Land welches angegeben wird,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,69,Tolgonai,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Wenn alle Länderbehörden und die Europäischen Länder mit den gleichen Systemen und gleichen Richtlinien arbeiten würden, liefe ohnehin nicht mehr so viel verkehrt und neben einander. Dann würde ein Frühwarnsystem von selbst entstehen. Immer neue Ministerien und Gremien tragen nichts dazu bei, den Kompetenzwirrwarr zu entzerren. Es ist nicht zu verstehen, warum Flüchtlinge, die negativ auffallen nicht unverzüglich abgeschoben werden können. Genauso unverständlich sind Abschiebungen von eindeutig bereits integrierten und fleißigen Flüchtlingen. Wer will denn Online-Waffenverkauf im Darknet verhindern? Dann könnte man ja auch Kinderschänderseiten leichter ausmerzen.",,,,,,,2017-08-31T13:48:58Z,NULL,,vm3,,,+1|retort,"[""Annzlodi"", ""garda""]",NULL,NULL
,70,BirgitK,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Ja und die Polizei wird noch öfters unnütze Arbeit machen müssen. Und die Planstellen bleiben weiter unbesetzt und der Personalmangel wird noch schlimmer,,,,,,,2017-08-31T14:35:35Z,67,"Bundeswehr im Inneren? Hier verstösst sie gegen das Grundgesetz. >>> Wenn genügend, entsprechend ausgebildete, Polizei zur Verfügung steht, brauchen wir die Armee nicht imm Inneren >>> Leider haben wir nicht genug Polizisten die wir dafür abstellen können. >>> Seit es die Ereignisse zeigen, daß der Personalabbau bei der Polizei als eine fatale Fehlentscheidung war, hätte man bereits mit neuem Stellnplan und Ausbildung beginnen können, den schlimmen Fehler zu korrigieren. Aber noch wird nur davon geredet und die Dienststellen wurden ebenfalls 'gesundgeschrumpft'. Bis hin zu den Büroaufteilungen muß da jetzt wieder aufgebaut werden, was Sparminister zerstört haben. Es wird sich noch bitter rächen, weil heute ja vom Openair über Fußball, Demo und Wahlveranstaltung alles mit Hundertschaften bewacht werden muß.",vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,71,BirgitK,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Es wird nicht durchzusetzen sein. Aber es muss doch eine Möglichkeit geben, die Menschen die hier kein Bleiberecht haben wieder zurückzuschicken",,,,,,,2017-08-31T14:38:02Z,68,Alle Punkte hätten schon umgesetzt werden können. Schnellere Abschiebung klappt doch eh nicht weil komischerweise meistens die Papiere fehlen. >>> Dann sollte es auch möglich sein ohne Papiere abzuschieben. In das Land welches angegeben wird >>> Wie soll das funktionieren? Man kann doch nicht einfach dort die Annahme mit Waffengewalt durchsetzen,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,72,mia,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),eine umfassende Reaktion um gegen den Terror Europaweit vorzugehen,,,,,,,2017-08-31T14:43:01Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,73,Snoopy,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Korrekt. Hauptsächlich um abtrünnige Wähler von der AFD/Themen zurückzuholen.,,,,,,,2017-08-31T14:56:22Z,50,"Im Ansatz sicherlich richtig und notwendig. Bleibt abzuwaren, wie und ob das allesumgesetzt werden kann und wird. Vieles davon wird nach den Wahlen eh wieder in der Versenkung verschwinden. Das ganze Theater halte ich für einen Teil des Wahlkampfes",vm3,,,NULL,NULL,-1|retort,"[""Annzlodi""]"
,74,eltipsi,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Das Zurückschicken ist nicht das Problem, sondern das das betroffene Land muss die Abgeschobenen nicht aufnehmen. Einfach aussetzen geht auf den stark bewachten Flugplätzen nicht, denn die können dann den Rückstart unserer Flugzeuge verhindern.",,,,,,,2017-08-31T15:02:09Z,71,"Alle Punkte hätten schon umgesetzt werden können. Schnellere Abschiebung klappt doch eh nicht weil komischerweise meistens die Papiere fehlen. >>> Dann sollte es auch möglich sein ohne Papiere abzuschieben. In das Land welches angegeben wird >>> Wie soll das funktionieren? Man kann doch nicht einfach dort die Annahme mit Waffengewalt durchsetzen >>> Es wird nicht durchzusetzen sein. Aber es muss doch eine Möglichkeit geben, die Menschen die hier kein Bleiberecht haben wieder zurückzuschicken",vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,75,BoyTrader,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Finde ich gut so. Ich habe keine Angst vor dem Terror. Ich kann die Angst gut verstehen, nur ist die einzige Lösung das genaue Gegenteil, was ängstliche Menschen fordern.",,,,,,,2017-08-31T15:36:11Z,NULL,,vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,76,BirgitK,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),Natürlich kann man sie nicht einfach aus dem Flugzeug schicken und sich selbst überlassen. Aber es sollte ein Abkommen geben das die Herkunftsländer zurücknehmen müssen. Das ist auch ein Grund warum die Abschiebung nicht wirklich funktioniert,,,,,,,2017-08-31T15:50:07Z,74,"Alle Punkte hätten schon umgesetzt werden können. Schnellere Abschiebung klappt doch eh nicht weil komischerweise meistens die Papiere fehlen. >>> Dann sollte es auch möglich sein ohne Papiere abzuschieben. In das Land welches angegeben wird >>> Wie soll das funktionieren? Man kann doch nicht einfach dort die Annahme mit Waffengewalt durchsetzen >>> Es wird nicht durchzusetzen sein. Aber es muss doch eine Möglichkeit geben, die Menschen die hier kein Bleiberecht haben wieder zurückzuschicken >>> Das Zurückschicken ist nicht das Problem, sondern das das betroffene Land muss die Abgeschobenen nicht aufnehmen. Einfach aussetzen geht auf den stark bewachten Flugplätzen nicht, denn die können dann den Rückstart unserer Flugzeuge verhindern.",vm3,,,+1|retort,"[""Annzlodi""]",NULL,NULL
,77,diefcbande,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Ein erstes kleines Zeichen in die richtige Richtung, aber halt nur ein Zeichen! Wie kann es sein das z.b. in einer Großstadt wie Köln Abgeordnete nachfragen müssen ob es stimmt das Polizei abgebaut wird, vom Ausschuss keine klare Antwort kommt und irgendwann der NRW-Innenminister sagt "" Nein "", aber er nicht wisse wie lange es so bleibt ? Man sollte es sich überlegen, ob Polizei nicht doch mal Bundesangelegenheit wird, anstatt 16 verschiedene Suppen zu kochen und später dann den schwarzen Peter wie beim Anschlag in Berlin hin und her zu schieben!!! Also liebe Frau Merkel oder wer es denn bald sein wird, überlegt euch mal wie man Einigkeit hin bekommt bevor man direkt 9 Pläne verwirklichen möchte.",,,,,,,2017-08-31T15:59:25Z,NULL,,vm3,,,+1|retort,"[""scratchy"", ""Annzlodi""]",NULL,NULL
,78,Vaenez,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Die Politiker sollten sich die Bürger anhören und nicht nur kurz vor den Wahlen sondern immer. Die Bürger sind die, die etwas wahres zu beitragen können.",,,,,,,2017-08-31T16:15:43Z,NULL,,vm3,,,+1|retort,"[""scratchy"", ""Annzlodi""]",NULL,NULL
,79,scratchy,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),"Ich habe Angst, dass jetzt alles im Internet überwacht wird und wir wieder der totale Überwachungsstaat werden. Ich habe auch Angst, wenn die Bundeswehr im Inland kämpfen darf denn um die Ecke bei mir ist eine Kaserne mit Soldaten aus den USA und die trainieren die letzte Zeit schon die ganze Zeit und fliegen ganz tief mit dem Hubschrauber über die Häuser.",,,,,,,2017-08-31T17:00:47Z,NULL,,vm3,,,NULL,NULL,NULL,NULL
,80,den27,Welche Meinung haben Sie zum 9-Punkte-Plan? (125),so sehe ich das auch:+1:,,,,,,,2017-08-31T18:18:38Z,16,Alle Punkte hätten schon umgesetzt werden können. Schnellere Abschiebung klappt doch eh nicht weil komischerweise meistens die Papiere fehlen. >>> Dann sollte es auch möglich sein ohne Papiere abzuschieben. In das Land welches angegeben wird,vm3,,,NULL,NULL,NULL,NULL
