post_number,topic,user,raw,created_at,reply_to_post_number,key,value,key,value
24,Welche Punkte würden Sie ergänzen? (48),lisa5953,Das ist genau der richtige Weg .,2017-09-01 05:42:02.880264,9,NULL,NULL,NULL,NULL
25,Welche Punkte würden Sie ergänzen? (48),Graf23,Die Umsetzung ist das wichtigste...Aber einige Parteien und Personen stellen sich ja quer.,2017-09-01 05:59:06.207451,NULL,NULL,NULL,NULL,NULL
26,Welche Punkte würden Sie ergänzen? (48),scratchy,"Probleme sollten am Ursprung bekämpft werden. Die Religionen der Welt sollten sich vereinen und gegen die kämpfen, die der Menschheit Böses tun. Nur so kann das Paradies auf Erden entstehen! Und die Reichen müssen den Armen geben!",2017-09-01 09:57:23.957296,NULL,NULL,NULL,NULL,NULL
27,Welche Punkte würden Sie ergänzen? (48),Schlumpfi,Der Plan muss umgesetzt werden und nicht nur wegen den Wahlen einfach ein Program vorstellen und dann tut sich wieder nix ...,2017-09-01 12:05:47.672348,NULL,NULL,NULL,NULL,NULL
28,Welche Punkte würden Sie ergänzen? (48),Winnetou,"Würde man den 9-Punkte-Plan ernsthaft umsetzen, könnte man eine ganze Menge für den Anfang erreichen. Aber ich habe da bei der Umsetzung so meine Zweifel. Alleine wenn ich jetzt schon so in der Zeitung lese, wie viel tausend Gründe es gibt, dass man rechtskräftig abschiebbare Flüchtlinge doch nicht abschiebt (unsicheres Heimatland usw.), kommt mir alles wie ein Narrenschiff vor.",2017-09-01 12:51:31.603167,NULL,+1|retort,"[""Akuma"", ""schulten""]",NULL,NULL
29,Welche Punkte würden Sie ergänzen? (48),Bea1,"Das wäre schon mal ein Anfang......,die Hoffnung stirbt zuletzt",2017-09-01 17:50:20.14585,3,NULL,NULL,NULL,NULL
30,Welche Punkte würden Sie ergänzen? (48),Snoopy,"Fachkräftemangel? Sie glauben nicht wirklich an dieses Ammenmärchen??? Hoffentlich glauben Sie nicht, dass wir 2,5 Mil. Arbeitslose haben. Falls doch, haben die Politiker ihr Ziel leider erreicht.",2017-09-01 21:35:36.234855,10,NULL,NULL,NULL,NULL
31,Welche Punkte würden Sie ergänzen? (48),BirgitK,Es ist für mich eher eine Art Absichtserklärung. Gemacht wird doch eh nichts,2017-09-02 06:02:02.555921,27,NULL,NULL,NULL,NULL
32,Welche Punkte würden Sie ergänzen? (48),VanZanDen,"- viel engere Zusammenarbeit mit anderen (europäischen) Ländern - Schaffung einer einheitlichen Datenbank mit Verbrecherkarteien - Grenzschließung für Menschen ohne Papiere; Öffnung nach erfolgreicher Ausstellung durch Behörden des Landes, aus dem sie kommen - Bessere Ausbildung der Polizei im Bereich Terrorismus (z.B. in Kooperation mit Israel, Russland etc.) - Konsequente Rückführung von Verdächtigen",2017-09-02 09:05:42.728752,NULL,NULL,NULL,NULL,NULL
33,Welche Punkte würden Sie ergänzen? (48),LottaG,"Die Werte unseres christlichen Abendlandes müssen ""wieder belebt"" werden.",2017-09-02 10:00:36.952239,NULL,NULL,NULL,NULL,NULL
34,Welche Punkte würden Sie ergänzen? (48),CalleCml,"Eine Vernetzung aller Punkte, die erfüllt worden sind. Was bringt ein Punkt wenn der andere missachtet wurde.",2017-09-02 13:16:38.651772,NULL,NULL,NULL,NULL,NULL
35,Welche Punkte würden Sie ergänzen? (48),Winnetou,"Es hat gar keinen Sinn einen oder mehrere Punkte zu ergänzen. Es fehlt nämlich der politische Wille etwas zu ändern. Politiker denken in der Regel in 4-Jahres-Zeiträumen bis zu nächsten Wahl und die damit für sie verbundenen fetten Geldtöpfe! Sicherlich gibt es ein paar ehrliche Politiker, welche nicht so sind. Aber die sind mit Sicherheit eine verschwindende Minderheit.",2017-09-02 14:24:04.676131,NULL,NULL,NULL,NULL,NULL
36,Welche Punkte würden Sie ergänzen? (48),ononon,"wir brauchen nicht nur die Redner sondern auch die Leute, die den umsetzen!",2017-09-03 04:49:26.152371,NULL,NULL,NULL,NULL,NULL
37,Welche Punkte würden Sie ergänzen? (48),Rigobert,"Deutschland ist einer der führenden Rüstungsexporteure v.a. auch nach Afrika. Auch die Entwicklungspolitik sollte überdacht und geändert werden: es müssen Bedingungen geschaffen werden, dass die Menschen in ihrem Heimatland bleiben können und friedlich leben können.",2017-09-03 12:32:29.203291,NULL,+1|retort,"[""Winnetou"", ""cairomoon""]",NULL,NULL
38,Welche Punkte würden Sie ergänzen? (48),Tolgonai,"Aufhören mit der Kleinstaaterei, dem Kompetenzen- und Behörden-Durcheinander. Nur einheitliche Linien können zu greifbaren Ergebnissen führen.",2017-09-03 13:31:07.833085,NULL,NULL,NULL,NULL,NULL
39,Welche Punkte würden Sie ergänzen? (48),Winnetou,"Das mit der Entwicklungspolitik ist ein sehr guter Punkt und sollte viel stärker ausgebaut werden, damit die Leute eine gute Perspektive zuhause haben und dort bleiben. Ein sehr guter Gedanke!",2017-09-03 14:31:43.708189,NULL,NULL,NULL,NULL,NULL
40,Welche Punkte würden Sie ergänzen? (48),cairomoon,"Für mich ist die Ursachenklärung-und Bekämpfung eines der wichtigsten Aspekte. Dazu gehören: Neue Wege finden , damit Integration tatsächlich gelingt, große Veränderungen in der Außenpolitik. Also keine Waffen etc. an Länder die Terror unterstützen. Keine Almosen, sondern Entwicklungshilfe, die die Menschen in Afrika darin unterstützt, in die Selbstständigkeit zu kommen. Dazu gehört auch, daß wir uns bewußt machen, daß wir und unsere Wirtschaft mit zur Armut in Afrika beitragen.",04.09.2017 13:30,NULL,NULL,NULL,NULL,NULL
41,Welche Punkte würden Sie ergänzen? (48),Winnetou,"Es sind wohl noch viele politische Probleme aus dem Weg zu räumen, bevor sich überhaupt etwas bewegt!",2017-09-04 16:48:24.945926,NULL,NULL,NULL,NULL,NULL
42,Welche Punkte würden Sie ergänzen? (48),irmi1957,dem kann ich nur zustimmen,2017-09-04 16:51:47.944356,8,+1|retort,"[""Winnetou""]",NULL,NULL
43,Welche Punkte würden Sie ergänzen? (48),candy76,"Wir brauchen Gesetzesänderungen, damit diese Punkte auch druchgesetzt bzw. umgesetzt werden können. Z.B. darf man Gefährder nicht in ein Land zurückschicken, in dem Krieg herrscht, aber wenn diese offen zum Terrorismus und Krieg stehen, sehe ich keinen Grund, diese in Kriegsgebiete zu schicken. Härtere Strafen sind auch nicht möglich, genauso wie eine langfristige und lückenlose Überwachung. Auch wie das Ganze finanziert werden soll, muss in den Plan aufgenommen werden. Eine Konkretisierung der Maßnahmen zur Prävention fehlen mir auch. Aufklärung ist wichtig, vor allem eine Abgrenzung von Terror zu Religionen. Und vor allem müssen die Probleme in den einzelnen Ländern gelöst werden: Bildung, Essen und Arbeit.",2017-09-04 19:22:27.450553,NULL,NULL,NULL,NULL,NULL
44,Welche Punkte würden Sie ergänzen? (48),poisenangel,Wir das Volk müssen auf die Straße gehen denn unsere Politer reden & reden nur aber es passiert nichts wirkliches,2017-09-05 06:24:46.95522,NULL,NULL,NULL,NULL,NULL
45,Welche Punkte würden Sie ergänzen? (48),poisenangel,Da reb ich dir zu 100 pro recht. Alle Daten oder Fakten sind eh alle gefaked nur damit unsere Politer gut da stehen. Das ist doch ein offenes Geheimlin :slight_smile:,2017-09-05 06:44:30.780664,30,NULL,NULL,NULL,NULL
46,Welche Punkte würden Sie ergänzen? (48),Winnetou,Das Konzept 9-Punkte-Plan taugt einfach in der Form nichts. Darum gibt es von meiner Seite aus auch nichts zu ergänzen.,2017-09-05 08:50:35.827131,NULL,NULL,NULL,NULL,NULL
47,Welche Punkte würden Sie ergänzen? (48),Stm16,"Der 9-Punkte-Plan ist Teil eines reinen Reagierens. Er enthält zwar Ansätze einer Vorsorge (mehr Polizei, Forschung betreiben), doch keine Punkte, die sich der Ursache des Problems widmen. Der Plan versteht Terrorismus als Symptom, das er zu bekämpfen versucht, ohne jedoch nach der Wurzel des Problems zu fragen. Ein weiterer wichtiger Punkt wäre deshalb der Umgang mit Geflüchteten und deren Integration. Das schwierige Einleben in eine ganz andere Kultur, gepaart mit fremdenfeindlicher Gesinnung vielerorts, wird auf längere Sicht tendenziell zu mehr Abschottung und steigender Anfälligkeit für religiöse Propaganda führen. Trotzdem bleibt nicht zu vernachlässigen, dass auch in Deutschland ""normal"" aufwachsende Jugendliche und junge Erwachsene anfällig für die IS-Propaganda sind (siehe die Verhaftungen deutscher Jugendlicher vor einigen Wochen). Ein zusätzlicher Punkt ist also die Bildungspolitik, welche mich als streng antireligiösen Menschen darüber nachdenken lässt, ob sogar die Einführung eines verpflichtenden (rein auf Fakten basierenden!) Religionsunterricht Sinn machen könnte. Bildung und Integration sind meiner Ansicht nach viel wirksamere Hebel zur langfristigen Terrorismusbekämpfung, allerdings bedürfen sie starkem Vertrauen, denn ihre Wirkung entfaltet sich erst nach langer Arbeit. Unabhängig hiervon kann auf weltpolitischer Seite viel getan werden, um in Ursachenländern wie Syrien Ordnung zu schaffen. Die momentane Zusammenarbeit ist eher als katastrophal zu beurteilen.",2017-09-05 13:08:04.74239,NULL,NULL,NULL,NULL,NULL
48,Welche Punkte würden Sie ergänzen? (48),Winnetou,"Ich denke, der 9-Punkte-Plan ist zum heimlichen Tod verurteilt. Die Hinrichtung findet unter Ausschluß der Öffentlichkeit im Geheimen statt.",2017-09-06 11:22:33.874402,NULL,NULL,NULL,NULL,NULL
1,Worum geht es bei der Studie? (2),system,"<div class=wrap><img src=""/uploads/default/original/1X/ccf361160d5917ce91bbe8261f2dfcca8a9986ca.jpg"" width=""690"" height=""460""></div> **Was untersuchen wir?** In unserem aktuellen Forschungsprojekt untersuchen wir, wie Bürgerinnen und Bürger den Neun-Punkte-Plan zur Terrorbekämpfung bewerten. Hierzu haben wir diese Beteiligungsplattform erstellt, auf welcher Sie gemeinsam mit anderen Nutzern diskutieren können. **Wie können Sie die Seite nutzen?** In der Rubrik [Kommentieren](https://beteiligungsplattform3.iwvi.uni-koblenz.de/c/comment) können Sie den Neun-Punkte-Plan und weitere Fragen zum Thema Bedrohung durch Terror kommentieren. Gerne können Sie direkt auf die Kommentare Anderer antworten. Sie haben ebenso die Möglichkeit, in den Inkognito-Modus zu wechseln, um anonym zu kommentieren. Klicken Sie hierfür oben rechts auf Ihr persönliches Symbol/Avatar, und klicken Sie auf das Inkognito Symbol <img src=""/uploads/default/original/1X/5242a8c9925a8f98b29d6d91b33a2f6d9a8b29d3.png"" width=""15"" height=""15"">. Im Bereich [Abstimmen](https://beteiligungsplattform3.iwvi.uni-koblenz.de/c/vote) können Sie an Umfragen zum Neun-Punkte-Plan teilnehmen. Klicken Sie dazu einfach eines der Themen an und geben Sie Ihre Stimme ab. Auf der Seite [Informieren](https://beteiligungsplattform3.iwvi.uni-koblenz.de/c/inform) können Sie sich Hintergrundinformationen zur Studie und zum Neun-Punkte-Plan einholen. Beispielsweise können Sie hier nachlesen, wie der [Neun-Punkte-Plan in den Medien](https://beteiligungsplattform3.iwvi.uni-koblenz.de/t/wie-wurde-der-9-punkte-plan-in-den-medien-bewertet/23) bewertet wurde. Insgesamt steht Ihnen die Beteiligungsplattform eine Woche lang offen. Sie können sich gerne mehrfach einloggen, kommentieren oder auf andere Kommentare antworten. **Was geschieht mit den Ergebnissen?** Wir werden die Ergebnisse der Diskussionen auswerten und als Feedback an die Regierung zurückmelden – Ihre Teilnahme lohnt sich also! **Warum gibt es eine Abschlussbefragung?** Eine Woche nach Registrierung laden wir Sie zu einer Abschlussbefragung ein. In dieser Abschlussbefragung untersuchen wir, wie Sie die Beteiligungsplattform wahrgenommen haben. Diese Informationen helfen, um Beteiligungsplattformen in Zukunft weiter optimieren zu können. Die Teilnahme an der Abschlussbefragung ist notwendig, damit wir Sie in die Studie aufnehmen können - entsprechend bitten wir Sie darum, auch an dieser teilzunehmen. **Wir bedanken uns sehr für Ihre Unterstützung!** Dr. Katharina Bräunlich und Dr. Tobias Dienlin",2017-07-31 10:19:27.617918,NULL,+1|retort,"[""Stm16""]",NULL,NULL
2,Worum geht es bei der Studie? (2),schulten,bekommen wir hier auch eine belohnung als gutschein oder per barüberweisung?,2017-08-30 16:46:41.150634,NULL,NULL,NULL,NULL,NULL
3,Worum geht es bei der Studie? (2),Winnetou,"Hallo zusammen, ich freue mich schon auf die anregenden Diskussionen zu einem recht kontroversen Thema!",2017-09-01 12:53:28.153368,NULL,+1|retort,"[""Stm16""]",NULL,NULL
