post_number,topic,user,raw,created_at,reply_to_post_number,key,value
44,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Osmanhd93,"Ja, mehr Polizei.",2017-08-31 11:38:38.158928,NULL,NULL,NULL
45,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Wildgans,Dann muss es eben geändert werden,2017-08-31 11:48:30.767239,2,NULL,NULL
46,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Wildgans,"Da wir eine Verpflichtung haben, Flüchtlinge aufzunehmen, ist dies keine Option! Eine EU und eine moralische Verpflichtung!",2017-08-31 11:50:23.877735,7,NULL,NULL
47,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Angie0663,"Ständig neue Pläne....Pläne und Vorschriften helfen nur, wenn Jemand da ist, der das kontrolliert. Bundeswehr im Innern ist Nonsens. Im Übrigen müßte das GG dahingehend geändert werden, dass Menschen in großer Not Asyl erhalten sollten und nicht die, denen es in ihrer Heimat eigentlich gut geht. Die wissen, dass hier Jeder Gelder bekommt. Nach der Freizügigkeit kamen viele aus dem Osten mit ihren Kindern, hier gab es viel mehr Kindergeld. Hat lange gedauert, bis das angepaßt wurde. Helfen ja, aber alle Probleme dieser Welt kann ein Land alleine nicht lösen. Dabei kann man sich übernehmen und alles falsch machen.Ursachenforschung, richtige Integration und Zurückweisen von denen, die hier eigentlich nichts verloren haben",2017-08-31 13:21:36.989034,NULL,NULL,NULL
48,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Pirol01,"Das mit der Bundeswehr muß noch mal überdacht werden. Im allgebemeinen ist es dringend notwendig das so ein Plan endlich aktiviert wird und das bei allen terroristischen Gefärdungen , nicht nur radikaler islam. Da gibt es ja auch noch andere radikale Gruppen .Das so lange an der Sicherheit z. B. der Polizei gespart wurde rächt sich natürlich. Ich persönlich finde auch, das diese Grupp in ihrem Handeln und den Rechten die sie noch haben zu sehr beschränkt wurden. Wer hat denn noch großartig Respekt. Mit Wattebäuschen werfen hilft halt nix oder nur der erhobenen Zeigefinger. Natürlich muß auch das nicht so radikal sein wie in Amerika, aber wenn hier ein Polizist nur schon jemanden mit lauter Stimme anredet, hat der doch ein Verfahren am Hals.",2017-08-31 13:34:34.312531,NULL,NULL,NULL
49,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Batschkapp,"9 Punkte Plan hört sich immer schön und beeindruckend an. Wenn aber nur 4 - 5 Punkte wirklich und effektiv in die Tat umgesetzt werden, ist das schon sehr ordentlich. Bis dahin ist das heiße Luft und graue Theorie. Handeln statt Reden lautet die Devise !",2017-08-31 15:56:37.367996,NULL,NULL,NULL
50,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Zenpoetin,"Warum nur Asylanten überprüfen? Überprüft auch mal die **Mentalität von Polizisten** - jener, die bei rechtsextremer Gewalt nicht einschreiten zum Beispiel. Außerdem habe ich im Juni der Berliner Polizei einen dort lebenden Mullah gemeldet, der im Namen Allahs in Ostfriesland Terroristen requiriert und angeboten, die Email-Korrespondenz weiterzuleiten - offenbar besteht kein Interesse daran, Beweismaterial zu sammeln. Die **Polizei** sollte man quantitativ mäßig aufstocken, dafür umso mehr **qualitativ!** Die bisherige Kleinstaaterei bei Sicherheitsfragen (auch Online-Betrug) ist lächerlich und skandalös. **Das Internetz sollte grundsätzlich von der Bundespolizei überprüft werden** und diese Zentrale sollte europa- und weltweit kooperieren incl. Waffenhandel - diesbzüglich sollte Druck auf die USA ausgeübt werden, den Waffenbesitz zu kontrollieren! Sorgt erstmal für Sicherheit und Überlebens-Chancen in den Herkunftsländern, bevor ihr an Abschiebung denkt! Ich würde alle anständigen Flüchtlinge sofort aufnehmen (auch Italien und Griechenland entlasten), diese aber nicht von Beamten verwalten lassen, sondern von Bürgern, die bereit sind, ihre Integration zu begleiten. Das Matching könnte man mit einer Fernseh-Aktion bewerkstelligen. Wie erkläre ich gerne. Kriminelle Asylbewerber gehören dort ausgesetzt, von wo sie sich nach Europa aufgemacht haben. Ich habe die **Bedürfnis-Struktur des Menschen** erforscht, daraus ein **pädagogisches Konzept** für die **Prävention** von **Suchtkrankheiten, Kriminalität** und **Extremismus** entwickelt, zur Ausarbeitung des Projekts das Bundesbildungsministerium um Förderung gebeten - kein Interesse, sich das auch nur mal anzuschauen! In den nächsten Tagen erscheint bei **neobooks** mein Buch ""Was für Ticker ist ein Politiker"", in dem ich den Zusammenhang zwischen **sozialer Erziehung** (die gröbstens vernachlässigt wird) und **politischen Verhältnissen** erkläre und unter anderem einen **Kriterienkatalog für Politiker** und ein **menschengerechtes Bildungs-System** vorstelle. Kann ich jedem politisch Interessierten nur empfehlen!",2017-08-31 16:22:06.88051,NULL,NULL,NULL
51,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),feriyaz,Frühwarnsystem ist sehr wichtig in alle fälle.,2017-08-31 17:14:36.653393,NULL,NULL,NULL
52,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Krumel,Ich vermisse konkrete Äusserungen wie das Umgesetzt werden soll. Es sind für mich nur Vorschläge,2017-08-31 18:23:50.899895,2,+1|retort,"[""Roxy""]"
53,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Fuchswerk,"Ich sehe da ne menge Verfassungswidriges, ziemlich unausgegorenes und vieeeel Populismus",2017-08-31 18:24:01.953405,NULL,NULL,NULL
54,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),optimist09,"Wie bei fast allen regierungsmäßigen Vorschägen wieder alles wachsweich, unkonkret und ohne Termine.",2017-08-31 18:32:32.689555,NULL,NULL,NULL
55,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),nevada,"Ich habe mir zuerst die Meinungen anderer Diskussionsteilnehmer durchgelesen. Was ich gelesen habe, ist ausser Kritik am 9-Punkte-Plan kaum etwas konstruktives. Ich vermisse hier zum großen Teil verbesserungswürdige Anregungen oder Meinungen. Meckern ist leicht, besser machen ist angesagt. DAs besagte 9-Punkte-Programm erfasst im wesentlichen schon konstruktive Maßnahmen. Er stammt aber aus dem Jahre 2016, heute nach dem G 20-Gipfel in Hamburg sind wohl einige Passagen zu überarbeiten, nicht nur bei Asylanten ist auf mögliche Terrortätigkeit zu achten, generell sollte auf Radikalisierung frühzeitig reagiert werden. Die Aufstockung der Polizei ist schon angelaufen, in einigen Bundesländern werden derzeit verstärkt Polizisten neu eingestellt. Für den Einsatz der Bundeswehr sollten die gesetzlichen Regelungen geschaffen werden.",2017-08-31 18:47:03.902506,NULL,NULL,NULL
56,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),annana,"Für mich sind die Punkte auch zu allgemein formuliert. Zudem enthält der Plan auch nicht viel Neues. Es kommt für mich einfach so rüber, dass es keine wirklichen Lösungsansätze gibt und Frau Merkel diesen ""Plan"" nur vorgestellt hat, um überhaupt was dazu zu sagen.",2017-08-31 19:48:17.336903,NULL,NULL,NULL
57,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Konsti,"**Ich finde den Plan nicht ausgereift und wie auch schon von Mitgliedern erwähnt nicht konkret genug. Es hat für mich den bitteren Beigeschmack, dass die Regierung nur einen Grund sucht um uns besser zu Überwachen und stärker zu durchleuchten. Der Punkt, der sich auf die Forschung bezieht ist ein guter Ansatz, sowie eine bessere Asylpolitik. Integration und Aufklärung sind meines Erachtens eine bessere Art mit Terror umzugehen. Panikmache und Angst sind schlechte Berater und hemmt die Sicht auf das Wesentliche. Ebenso sollten wir aufhören, den Islam zu verteufeln und und mehr mit dieser Religion auseinandersetzen.**",31.08.2017 19:58,NULL,+1|retort,"[""Roxy""]"
58,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),BlackJack,"ich halte Punkt 5 für den wichtigsten, weil nur durch Forschung und Prävention Ursachen bekämpft werden können. ansonsten sind das ja eher vage Massnahmen, die erst mal konkretisiert werden müssen. die Bundeswehr kann wie bisher im Katastrophenfall gerne im Inneren tätig werden. die Übernahme irgendwelcher Polizeifunktionen wurde aus wichtigen Gründen verboten und scheint mir eher geeignet das Fehlen von Polizei zu kaschieren.",2017-08-31 23:25:43.031525,NULL,NULL,NULL
59,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Ritva,in Krisensituationen nicht,2017-09-01 07:35:26.712621,2,NULL,NULL
60,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Janne,"Alles in allem sind es längst überfällig Schritte, die es rasch umzusetzen gilt, um das Sicherheitsgefühl in Deutschland wieder zu stärken. Dennoch vermisst man konkrete Umsetzungspläne und Zeitrahmen, bis wann das geschehen soll. Hier sind Nachbesserungen dringen nötig.",2017-09-01 09:48:42.472154,NULL,NULL,NULL
61,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Konstanze,"Ich finde den 9-Punkte -Plan sehr aufschlussreich. Aber so ganz neu ist er ja nicht. Inzwischen ist ja schon eine Zeit vergangen und ich sehe da einen großen Handlungsbedarf, wenn der Plan eingehalten werden soll!!!!",2017-09-01 09:55:36.59576,NULL,NULL,NULL
62,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),haralderasimy,"Zunaexhst,einmal herzlichen Dank für die Aufnahme zur Studie-- Kurz zu mir,ich bin 54 Jahre alt,und seit ca 14 Jahren Redakteur,bei Radio Sthoerfunk,dem Freien Radio Schwaebisch Hall- einen von 10 Freien Radios in Baden Württemberg- Als Buergerradio sind wir natuerlich immer daran intressiert,die Buerger in unser Programm einzubinden- gegen die 9 Punkte ist gernerell nichts einzu wenden,jede Maßnahme trägt dauzu bei den Terriorismus einzudammen-. aber es die frage gestellt werden,wo liegen die Ursachen,das unsere neuen Mitbuerger anfaellig sind,,fuer die Parolen bestimmer Terrorgruppen- Emotionaler Drruck,,durch diverse Ereignisse,teil aus der Heimat,teils bei uns.-sprache-arbeit-schule-usw. in erster Linie,gehts darum-den Menschen in Ihrer Heimat zu helfen,ich denke -hier stehen ,auch die Deutschen Botschaften in den jeweiligen Laendern in der Verantwortung-Bereis hier soolten,asylanten,die Moeglichkeit haben antraege zu stellen,die dann bereits Vorort geprueft werden. Ferner koennte bereits dort,ein Aufklaerung stattfinden.Vorrausetzung.wie Sprache .berfliche Qualifikation usw. So kommen nur gut vorbreitee Migranten ins land-und konnen ,schneller der Gesellschaft zugefuehrt werden-",2017-09-01 10:18:30.181339,NULL,NULL,NULL
63,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),devel67,"Das praktisch ist das alle Punkte wenig Konkretes bieten und das nach den Wahlen Hoffentlich noch der ein oder andere Punkt übrig bleibt, Meistens wird nach den Wahlen ja alles schnell wieder vergessen. Absichtserklärungen und nebulöse Ankündigungen sind kein Ersatz für lösungsorientierte Politik. Die Aufstockung der Polizei ist schon angelaufen, in einigen Bundesländern werden derzeit verstärkt Polizisten neu eingestellt, darüber musste ich laut lachen beim Thema Personal für die Polizei. Ausgerechnet jene, für die die schwarze Null das oberste Staatsziel ist, die seit Jahren alles kaputtsparen, damit die oberen 5 Prozent noch mehr in den gierigen Hals bekommen, wollen jetzt für mehr Personal sorgen? Wahrscheinlich zum Mindestlohn und mit Zeitvertrag und im schnellverfahren ohne das die Leute überhaupt qualifiziert wären im Polizeidienst eingesetzt zu werden, geschweige denn überhaupt ein Qualifizierte Ausbildung bekommen den es muss ja gespart werden die schwarze null muß ja stehenbleiben. Das besagte 9-Punkte-Programm erfasst im Wesentlichen schon konstruktive Maßnahmen. Er stammt aber aus dem Jahre1974 zur Zeit des linken Terrors von Baader Meinhof und geht auf Willi Brand zurück. Er wurde zwar im Jahre 2016 überarbeitet und angepasst aber das war vor Hamburg und ich sage da fehlt ja noch eine ganze Menge, heute nach dem G 20-Gipfel in Hamburg sind wohl einige Passagen zu überarbeiten, nicht nur bei Asylanten ist auf mögliche Terrortätigkeit zu achten, generell sollte auf Radikalisierung frühzeitig reagiert werden. Diese neun Punkte sind ein Schritt in die richtige Richtung. Das Wichtigste ist, dass Terroristen hier gar nicht erst hereinkommen bzw. Handlungsfreiheiten erhalten. Denn Waffen oder Mittel, Menschen umzubringen, wird man immer finden. Ich habe mir zuerst die Meinungen anderer Diskussionsteilnehmer durchgelesen. Was ich gelesen habe, ist Außer Kritik am 9-Punkte-Plan kaum etwas Konstruktives. Ich vermisse hier zum großen Teil verbesserungswürdige Anregungen oder Meinungen. Meckern ist leicht, besser machen ist angesagt. Die Meisten Deutschen interessieren sich nicht dafür sie haben Scheuklappen auf und sagen sich hier passiert das nicht aber keiner weiß eigentlich in Deutschland was Terror wirklich heißt und was es mit den Menschen anrichtet und welch Maßnahmen man treffen muss damit so etwas nie wieder geschieht diese ganze hin und her Lamentieren der Politiker und der Bevölkerung erinnert mich an die Unentschlossenheit im Jahre 1930-1945 wohl man ab 1939 merkte das das Kind schon lange im Brunnen liegt und nicht mehr im Begriff war zu fallen. Das ist extrem förderlich für Terroristen und die Terror Angst. Die Deutschen werden erst wach wenn hier etwas Extremschlimmes passiert dann werden sie sich von Frau Merkel und ihre Aussitzer und ihrem rumlamentieren verabschieden dann ist es allerdings vielleicht schon zu spät noch etwas zu retten dann wird Deutschland vor dem Untergang stehen. Deshalb jetzt die Bundeswähr muss zur Unterstützung der Polizei eingesetzt werden bei anderen Katastrophen wie sie ja auch eingesetzt und da meckert keiner sie muss sich natürlich an die Polizei Gesetze und der Rechtsstaatlichkeit halten aber sie wissen wenigsten was Kampf ist und wie man ihn führen muss. **Für Deutschland heißt Terror nichts anderes als Töte oder du wirst getötet so einfach ist das aber bis das alle kapieren ist es egal was Frau Merkle da heraus blubbert oder ihre Spießgesellen denn wenn nicht jetzt alle wach werden dann wird es bald zu spät für Maßnahmen sein und wir stehen wie die Amerikaner da als sie 7. Dezember 1941 angegriffen wurden das wird auch Deutschland passieren und das müssen sich alle Menschen in Deutschland vor Augen führen wir sind im Krieg auch wenn es keiner wahrhaben weil. Deutschland weißen überhaupt Nichts davon was Terror einem antun kann egal von welcher Seite den denen ist es egal ob sie 1 oder 999 Milliarden Menschen töten, sie werden immer auf unseren Gräbern Feiern das sie Wieder einmal gewonnen haben.**",2017-09-01 10:24:30.162193,NULL,+1|retort,"[""anonym11""]"
64,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Niki,"Punkt .1 kommt darauf an ,wie das Frühwarnsystem Ausgearbeitet wird. Punkt 2. Mehr Personal hätte man schon viel früher gebraucht und nicht Personal Abbauen und sehen ob was Passiert. Punkt 3.Auf der einen Seite haben sie Recht,aber man fühlt sich doch in seiner Privatsphäre Kontrolliert .Wenn man das nach dem Grundgesetz Beurteilen würde Passt das nicht zusammen,da es nicht Legitim wäre. Punkt 4.Das eine hat mit dem anderen nichts zu tun,denn die Polizei müsste besser Ausgebildet sein und die Bundeswehr sollte sein Land Schützen. Punkt 5.Man kann eine Radikalisierung nicht Erforschen,wenn Bestimmte Menschen Beeinflussbar sind,dann Nützen die Forschung und Prävention nicht.Man kann einem Menschen nicht ansehen,ob ,oder wie radikalisiert ein Mensch ist. Es kann auch der freundliche Nachbar sein. Punkt 6.das ist Komplett der Falsche Weg,der Privat Mensch ist schon Gläsern genug. Punkt 7.Warum war so was Überhaupt möglich,das man über Internet Waffen Bestellen,oder Kaufen kann.Man hätte das Voraussehen müssen und vorab schon Verbieten müssen. Punkt 8.Die Geheimdienste sollte schon Untereinander sich Austauschen,denn jeder Geheimdienst weiß,was,wie,wo und wann in seinem Land Passiert. Punkt 9.Die Verbrecher sind bekannt und die Verbrecher müssen Abgeschoben werden. Man sollte das Grundgesetz so belassen wie es ist,denn zu viele Veränderungen Schadet der DEMOKRATIE in Deutschland.Und jeder ob Politik oder Bürger und Zuwanderer sich daran halten.",2017-09-01 10:50:34.310157,NULL,NULL,NULL
65,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Vanessa,"Der Vorwurf der 9-Punkte-Plan sei zu oberflächlich und wenig ausführlich ist aus meiner Sicht nicht sinnvoll. Pläne der Politik müssen immer erstmal zusammengetragen werden. Dahinter steckt natürlich immer mehr, als es zunächst den Eindruck macht. In der Entwicklungspolitik ist das doch das Gleiche. ""Hunger muss gestoppt werden"".. Hört sich einfältig an, ist ja aber an viele Konsequenzen geknüpft. Genauso sieht es auch beim 9-Punkte-Plan aus. Erst einmal muss definiert was geschafft werden soll und das tut der Plan.",2017-09-01 11:32:35.767759,NULL,NULL,NULL
66,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Konstanze,"Ich finde den 9 Punkte-Plan gut, nicht ganz neu und vieles sollte schon längst umgesetzt sein ,wie z. B. das Frühwarnsystem! Alle Asylbeantrager müssen konsequent überprüft werden, ebenso alle Flüchtlinge, die hier ankommen ,alle, aber auch alle. Es wäre uns viel erspart geblieben, wenn das konsequent umgesetzt worden wäre. Mehr Personal wäre auch sehr wichtig und man sollte sich die Bewerber auch anschauen, Größe. Gewicht usw. Man muß doch auch das darstellen, was man ist! Auch die Abschiebungen und Rückführungen von Flüchtlingen, die sich in irgendeiner Form verdächtigt gemacht haben, sollten konsequent durchgeführt werden. Der Plan sagt das alles aus, aber die Durchsetzung läßt doch Zweifel aufkommen......",2017-09-01 11:36:05.352322,NULL,NULL,NULL
67,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),schwanenfamilie23,Es sollen gefährliche Leute die bereits so eingestuftg sind auch direkt abgeschoben werden. Warum muss man dann hier noch Geld ausgeben für eine extra Überwachung?,2017-09-01 11:36:31.311578,NULL,NULL,NULL
68,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Konstanze,"Der Meinung bin ich auch, abschieben und aus dem Land verweisen, ohne wenn und aber!",2017-09-01 11:37:49.681414,67,+1|retort,"[""Josphat""]"
69,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Konstanze,"Und vor allem, auch Polizisten ,die etwas darstellen!",2017-09-01 11:39:09.376892,44,NULL,NULL
70,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),suedhang,"1. Das Frühwarnsystem an sich ist in Ordnung. Hätte von vornherein eingerichtet werden müssen. 2.Kann und mag ich nicht beurteilen. 3. Wie soll hier der Datenschutz gewährleistet bleiben? 4. Grundgesetz! 5. Sehr schön! Hierbei sollte endlich mal auf die Hauptursachen von Radikalisierung und Flucht eingegangen werden: Die Unterdrückung der Bevölkerung durch auch in Deutschland ausgebildete Soldaten und Polizisten. Der Entzug von Nahrungsmitteln durch Landgrabbing durch westliche und ach chinesische Konzerne. Die Ermöglichung von Bildung in den gefährdeten Ländern, also gezielte Entwicklungshilfe. Dann natürlich die Unterlassung von Bildung von failed states durch die westliche Wertegemeinschaft. 6. OK 7. --- 8. Hier wird wohl der Grossteil der Bevölkerung erfasst werden (auffälliges Verhalten usw.) 9. Das ist sehr komplex. Ich wäre z.B. sehr gespannt, wie ein Flüchtling aus Saudi-Arabien behandelt würde.",2017-09-01 11:43:44.694905,NULL,NULL,NULL
71,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Angie65,"die behörden müßten bedeutend besser zusammenarbeiten(auch bundesländer + ausland), damit gefährder besser erkannt werden.",2017-09-01 12:06:44.22666,1,NULL,NULL
72,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Steve,"Ja, Personal fehlt an allen Ecken und Enden. Leider gilt, wie so oft, wer soll das bezahlen. Aber, Sicherheit ist wichtig, deswegen muss eine Lösung her und kein Bla-Bla!",2017-09-01 12:15:21.673087,19,NULL,NULL
73,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Pabi,"Einige Punkte finde ich in Ordnung, wie das Frühwarnsystem, Waffenkauf online, mehr Polizei. Leider befürchte ich, dass diese Dinge nicht so leicht umzusetzen sind.",2017-09-01 12:29:14.966186,NULL,+1|retort,"[""Konstanze""]"
74,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Estano,Stimme dem 9-Punkte-Plan zu,2017-09-01 12:30:54.511685,NULL,NULL,NULL
75,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Tim,Ich stelle mir die Frage: Wann und vor allem WIE erfolgt die Umsetzung!,2017-09-01 12:54:19.803252,NULL,NULL,NULL
76,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),annana,"Wenn das so einfach wäre...Dass der Plan zu allgemein formuliert ist, ist wohl offensichtlich. Um genaue Lösungsansätze formulieren zu können, müsste man meiner Meinung nach viel mehr im Thema drin sein und sich mehr mit Zuständigkeiten für verschiedene Themenbereiche auskennen.",2017-09-01 15:53:39.318934,55,NULL,NULL
77,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),nevada,"richtig, aber einfach nur kurz meckern, dass alles Mist ist, bringt auch nichts. Wenn man sich schon bei einem Forum anmeldet, sollte als Meinung etwas mehr kommen. Es ist klar, dass man nicht komplex im Thema drin steht, aber als Bürger, der mit offenen Augen und Ohren durchs Leben geht, eventuell selbst schon schlechte Erfahrungen mit Terror und Gewalt gemacht hat, kann man doch eine klare Meinung haben.",2017-09-01 16:21:13.708322,76,NULL,NULL
78,Welche Meinung haben Sie zum 9-Punkte-Plan? (103),Heiko,Ich finde alles in allem ein guter Ansatz . Allerdings ist gerade Frau Dr. Merkel zu einem Großteil mitschuldig an der derzeitigen Situation hier bei uns in Deutschland .,2017-09-01 17:16:13.621962,NULL,+1|retort,"[""Realitaet""]"
